geneA	geneB	p-Value	Log Odds Ratio	Association
RBL1	CCNB1	0.9421487603306228	-Infinity	Tendency towards mutual exclusivity
RBL1	CDK1	0.9421487603306228	-Infinity	Tendency towards mutual exclusivity
RBL1	CCNE1	0.9421487603306228	-Infinity	Tendency towards mutual exclusivity
RBL1	CDK2	0.0028925619834710707	Infinity	Tendency towards co-occurrence(Significant)
RBL1	CDC25A	0.8871900826445543	-Infinity	Tendency towards mutual exclusivity
RBL1	CCND1	0.11280991735536354	2.9356283494842854	Tendency towards co-occurrence
RBL1	CDK4	0.30608856654859695	1.2901505005669884	Tendency towards co-occurrence
RBL1	CDK6	0.9421487603306228	-Infinity	Tendency towards mutual exclusivity
RBL1	CCND2	0.7854683882237564	-Infinity	Tendency towards mutual exclusivity
RBL1	CDKN2A	0.6025411267204008	-0.3610133455373305	Tendency towards mutual exclusivity
RBL1	CDKN2B	1	Infinity	Tendency towards co-occurrence
RBL1	MYC	0.11280991735536354	2.9356283494842854	Tendency towards co-occurrence
RBL1	CDKN1A	0.9421487603306228	-Infinity	Tendency towards mutual exclusivity
RBL1	CDKN1B	1	Infinity	Tendency towards co-occurrence
RBL1	E2F1	0.21453161177624405	1.8191584434161694	Tendency towards co-occurrence
RBL1	E2F2	1	Infinity	Tendency towards co-occurrence
RBL1	E2F3	0.9421487603306228	-Infinity	Tendency towards mutual exclusivity
RBL1	E2F4	0.8871900826445543	-Infinity	Tendency towards mutual exclusivity
RBL1	E2F5	0.9421487603306228	-Infinity	Tendency towards mutual exclusivity
RBL1	E2F6	0.8871900826445543	-Infinity	Tendency towards mutual exclusivity
RBL1	E2F7	0.30608856654859695	1.2901505005669884	Tendency towards co-occurrence
RBL1	E2F8	0.7854683882237564	-Infinity	Tendency towards mutual exclusivity
RBL1	SRC	0.9421487603306228	-Infinity	Tendency towards mutual exclusivity
RBL1	JAK1	0.34832665380214195	1.0986122886681096	Tendency towards co-occurrence
RBL1	JAK2	0.26152544696910524	1.5224265354444706	Tendency towards co-occurrence
RBL1	STAT1	0.8871900826445543	-Infinity	Tendency towards mutual exclusivity
RBL1	STAT2	0.7854683882237564	-Infinity	Tendency towards mutual exclusivity
RBL1	STAT3	0.16499756927564904	2.2335922215070942	Tendency towards co-occurrence
RBL1	STAT5A	0.8871900826445543	-Infinity	Tendency towards mutual exclusivity
RBL1	STAT5B	0.9421487603306228	-Infinity	Tendency towards mutual exclusivity
RBL2	CCNA1	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
RBL2	CCNB1	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
RBL2	CDK1	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
RBL2	CCNE1	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
RBL2	CDK2	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
RBL2	CDC25A	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
RBL2	CCND1	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
RBL2	CDK4	0.8573685672616521	-Infinity	Tendency towards mutual exclusivity
RBL2	CDK6	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
RBL2	CCND2	0.9032918952705898	-Infinity	Tendency towards mutual exclusivity
RBL2	CDKN2A	0.5281477880408427	-Infinity	Tendency towards mutual exclusivity
RBL2	CDKN2B	1	Infinity	Tendency towards co-occurrence
RBL2	MYC	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
RBL2	CDKN1A	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
RBL2	CDKN1B	1	Infinity	Tendency towards co-occurrence
RBL2	E2F1	0.9032918952705898	-Infinity	Tendency towards mutual exclusivity
RBL2	E2F2	1	Infinity	Tendency towards co-occurrence
RBL2	E2F3	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
RBL2	E2F4	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
RBL2	E2F5	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
RBL2	E2F6	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
RBL2	E2F7	0.8573685672616521	-Infinity	Tendency towards mutual exclusivity
RBL2	E2F8	0.9032918952705898	-Infinity	Tendency towards mutual exclusivity
RBL2	SRC	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
RBL2	JAK1	0.8350024307243379	-Infinity	Tendency towards mutual exclusivity
RBL2	JAK2	0.8801305646225439	-Infinity	Tendency towards mutual exclusivity
RBL2	STAT1	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
RBL2	STAT2	0.9032918952705898	-Infinity	Tendency towards mutual exclusivity
RBL2	STAT3	0.9268560316688593	-Infinity	Tendency towards mutual exclusivity
RBL2	STAT5A	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
RBL2	STAT5B	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
CCNA1	CCNB1	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNA1	CDK1	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNA1	CCNE1	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNA1	CDK2	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CCNA1	CDC25A	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CCNA1	CCND1	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CCNA1	CDK4	0.902892561983517	-Infinity	Tendency towards mutual exclusivity
CCNA1	CDK6	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNA1	CCND2	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CCNA1	CDKN2A	0.34531680440771234	1.483668525145067	Tendency towards co-occurrence
CCNA1	CDKN2B	1	Infinity	Tendency towards co-occurrence
CCNA1	MYC	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CCNA1	CDKN1A	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNA1	CDKN1B	1	Infinity	Tendency towards co-occurrence
CCNA1	E2F1	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CCNA1	E2F2	1	Infinity	Tendency towards co-occurrence
CCNA1	E2F3	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNA1	E2F4	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CCNA1	E2F5	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNA1	E2F6	0.03292011019283206	4.770684624465665	Tendency towards co-occurrence(Significant)
CCNA1	E2F7	0.902892561983517	-Infinity	Tendency towards mutual exclusivity
CCNA1	E2F8	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CCNA1	SRC	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNA1	JAK1	0.8871900826447561	-Infinity	Tendency towards mutual exclusivity
CCNA1	JAK2	0.9187327823692022	-Infinity	Tendency towards mutual exclusivity
CCNA1	STAT1	0.03292011019283206	4.770684624465665	Tendency towards co-occurrence(Significant)
CCNA1	STAT2	0.06528925619834969	3.654977902438255	Tendency towards co-occurrence
CCNA1	STAT3	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
CCNA1	STAT5A	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CCNA1	STAT5B	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNB1	CDK1	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNB1	CCNE1	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNB1	CDK2	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNB1	CDC25A	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNB1	CCND1	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNB1	CDK4	0.9504132231406097	-Infinity	Tendency towards mutual exclusivity
CCNB1	CDK6	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNB1	CCND2	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CCNB1	CDKN2A	0.8099173553718794	-Infinity	Tendency towards mutual exclusivity
CCNB1	CDKN2B	1	Infinity	Tendency towards co-occurrence
CCNB1	MYC	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNB1	CDKN1A	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNB1	CDKN1B	1	Infinity	Tendency towards co-occurrence
CCNB1	E2F1	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CCNB1	E2F2	1	Infinity	Tendency towards co-occurrence
CCNB1	E2F3	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNB1	E2F4	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNB1	E2F5	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNB1	E2F6	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNB1	E2F7	0.9504132231406097	-Infinity	Tendency towards mutual exclusivity
CCNB1	E2F8	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CCNB1	SRC	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNB1	JAK1	0.9421487603305158	-Infinity	Tendency towards mutual exclusivity
CCNB1	JAK2	0.9586776859504682	-Infinity	Tendency towards mutual exclusivity
CCNB1	STAT1	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNB1	STAT2	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CCNB1	STAT3	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
CCNB1	STAT5A	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNB1	STAT5B	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CDK1	CCNE1	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CDK1	CDK2	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK1	CDC25A	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK1	CCND1	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK1	CDK4	0.9504132231406097	-Infinity	Tendency towards mutual exclusivity
CDK1	CDK6	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CDK1	CCND2	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CDK1	CDKN2A	0.8099173553718794	-Infinity	Tendency towards mutual exclusivity
CDK1	CDKN2B	1	Infinity	Tendency towards co-occurrence
CDK1	MYC	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK1	CDKN1A	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CDK1	CDKN1B	1	Infinity	Tendency towards co-occurrence
CDK1	E2F1	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CDK1	E2F2	1	Infinity	Tendency towards co-occurrence
CDK1	E2F3	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CDK1	E2F4	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK1	E2F5	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CDK1	E2F6	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK1	E2F7	0.9504132231406097	-Infinity	Tendency towards mutual exclusivity
CDK1	E2F8	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CDK1	SRC	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CDK1	JAK1	0.9421487603305158	-Infinity	Tendency towards mutual exclusivity
CDK1	JAK2	0.9586776859504682	-Infinity	Tendency towards mutual exclusivity
CDK1	STAT1	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK1	STAT2	0.03305785123967177	Infinity	Tendency towards co-occurrence(Significant)
CDK1	STAT3	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
CDK1	STAT5A	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK1	STAT5B	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNE1	CDK2	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNE1	CDC25A	0.016528925619834912	Infinity	Tendency towards co-occurrence(Significant)
CCNE1	CCND1	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNE1	CDK4	0.9504132231406097	-Infinity	Tendency towards mutual exclusivity
CCNE1	CDK6	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNE1	CCND2	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CCNE1	CDKN2A	0.19008264462809168	Infinity	Tendency towards co-occurrence
CCNE1	CDKN2B	1	Infinity	Tendency towards co-occurrence
CCNE1	MYC	0.016528925619834912	Infinity	Tendency towards co-occurrence(Significant)
CCNE1	CDKN1A	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNE1	CDKN1B	1	Infinity	Tendency towards co-occurrence
CCNE1	E2F1	0.03305785123967177	Infinity	Tendency towards co-occurrence(Significant)
CCNE1	E2F2	1	Infinity	Tendency towards co-occurrence
CCNE1	E2F3	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNE1	E2F4	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNE1	E2F5	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNE1	E2F6	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNE1	E2F7	0.04958677685950744	Infinity	Tendency towards co-occurrence(Significant)
CCNE1	E2F8	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CCNE1	SRC	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCNE1	JAK1	0.9421487603305158	-Infinity	Tendency towards mutual exclusivity
CCNE1	JAK2	0.9586776859504682	-Infinity	Tendency towards mutual exclusivity
CCNE1	STAT1	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNE1	STAT2	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CCNE1	STAT3	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
CCNE1	STAT5A	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCNE1	STAT5B	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CDK2	CDC25A	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CDK2	CCND1	0.03292011019283206	4.770684624465665	Tendency towards co-occurrence(Significant)
CDK2	CDK4	0.09710743801654134	3.126760535960395	Tendency towards co-occurrence
CDK2	CDK6	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK2	CCND2	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CDK2	CDKN2A	0.654683195592242	-Infinity	Tendency towards mutual exclusivity
CDK2	CDKN2B	1	Infinity	Tendency towards co-occurrence
CDK2	MYC	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CDK2	CDKN1A	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK2	CDKN1B	1	Infinity	Tendency towards co-occurrence
CDK2	E2F1	0.06528925619834969	3.654977902438255	Tendency towards co-occurrence
CDK2	E2F2	1	Infinity	Tendency towards co-occurrence
CDK2	E2F3	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK2	E2F4	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CDK2	E2F5	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK2	E2F6	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CDK2	E2F7	0.09710743801654134	3.126760535960395	Tendency towards co-occurrence
CDK2	E2F8	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CDK2	SRC	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK2	JAK1	0.8871900826447561	-Infinity	Tendency towards mutual exclusivity
CDK2	JAK2	0.9187327823692022	-Infinity	Tendency towards mutual exclusivity
CDK2	STAT1	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CDK2	STAT2	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CDK2	STAT3	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
CDK2	STAT5A	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CDK2	STAT5B	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDC25A	CCND1	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CDC25A	CDK4	0.902892561983517	-Infinity	Tendency towards mutual exclusivity
CDC25A	CDK6	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDC25A	CCND2	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CDC25A	CDKN2A	0.34531680440771234	1.483668525145067	Tendency towards co-occurrence
CDC25A	CDKN2B	1	Infinity	Tendency towards co-occurrence
CDC25A	MYC	0.03292011019283206	4.770684624465665	Tendency towards co-occurrence(Significant)
CDC25A	CDKN1A	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDC25A	CDKN1B	1	Infinity	Tendency towards co-occurrence
CDC25A	E2F1	0.06528925619834969	3.654977902438255	Tendency towards co-occurrence
CDC25A	E2F2	1	Infinity	Tendency towards co-occurrence
CDC25A	E2F3	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDC25A	E2F4	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CDC25A	E2F5	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDC25A	E2F6	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CDC25A	E2F7	0.09710743801654134	3.126760535960395	Tendency towards co-occurrence
CDC25A	E2F8	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CDC25A	SRC	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDC25A	JAK1	0.8871900826447561	-Infinity	Tendency towards mutual exclusivity
CDC25A	JAK2	0.9187327823692022	-Infinity	Tendency towards mutual exclusivity
CDC25A	STAT1	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CDC25A	STAT2	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CDC25A	STAT3	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
CDC25A	STAT5A	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CDC25A	STAT5B	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCND1	CDK4	0.09710743801654134	3.126760535960395	Tendency towards co-occurrence
CCND1	CDK6	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCND1	CCND2	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CCND1	CDKN2A	0.34531680440771234	1.483668525145067	Tendency towards co-occurrence
CCND1	CDKN2B	1	Infinity	Tendency towards co-occurrence
CCND1	MYC	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CCND1	CDKN1A	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCND1	CDKN1B	1	Infinity	Tendency towards co-occurrence
CCND1	E2F1	0.06528925619834969	3.654977902438255	Tendency towards co-occurrence
CCND1	E2F2	1	Infinity	Tendency towards co-occurrence
CCND1	E2F3	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCND1	E2F4	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CCND1	E2F5	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCND1	E2F6	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CCND1	E2F7	0.902892561983517	-Infinity	Tendency towards mutual exclusivity
CCND1	E2F8	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CCND1	SRC	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CCND1	JAK1	0.8871900826447561	-Infinity	Tendency towards mutual exclusivity
CCND1	JAK2	0.9187327823692022	-Infinity	Tendency towards mutual exclusivity
CCND1	STAT1	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CCND1	STAT2	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CCND1	STAT3	0.9508264462810327	-Infinity	Tendency towards mutual exclusivity
CCND1	STAT5A	0.9670798898070625	-Infinity	Tendency towards mutual exclusivity
CCND1	STAT5B	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK4	CDK6	0.9504132231405017	-Infinity	Tendency towards mutual exclusivity
CDK4	CCND2	0.8137735553669291	-Infinity	Tendency towards mutual exclusivity
CDK4	CDKN2A	0.27388233032741943	-Infinity	Tendency towards mutual exclusivity
CDK4	CDKN2B	1	Infinity	Tendency towards co-occurrence
CDK4	MYC	0.9028925619834144	-Infinity	Tendency towards mutual exclusivity
CDK4	CDKN1A	0.9504132231405017	-Infinity	Tendency towards mutual exclusivity
CDK4	CDKN1B	1	Infinity	Tendency towards co-occurrence
CDK4	E2F1	0.1862264446330396	2.0104486701928845	Tendency towards co-occurrence
CDK4	E2F2	1	Infinity	Tendency towards co-occurrence
CDK4	E2F3	0.9504132231405017	-Infinity	Tendency towards mutual exclusivity
CDK4	E2F4	0.9028925619834144	-Infinity	Tendency towards mutual exclusivity
CDK4	E2F5	0.9504132231405017	-Infinity	Tendency towards mutual exclusivity
CDK4	E2F6	0.9028925619834144	-Infinity	Tendency towards mutual exclusivity
CDK4	E2F7	0.7321083930909213	-Infinity	Tendency towards mutual exclusivity
CDK4	E2F8	0.1862264446330396	2.0104486701928845	Tendency towards co-occurrence
CDK4	SRC	0.9504132231405017	-Infinity	Tendency towards mutual exclusivity
CDK4	JAK1	0.6939114334515125	-Infinity	Tendency towards mutual exclusivity
CDK4	JAK2	0.7720415781687214	-Infinity	Tendency towards mutual exclusivity
CDK4	STAT1	0.9028925619834144	-Infinity	Tendency towards mutual exclusivity
CDK4	STAT2	0.8137735553669291	-Infinity	Tendency towards mutual exclusivity
CDK4	STAT3	0.8573685672615547	-Infinity	Tendency towards mutual exclusivity
CDK4	STAT5A	0.9028925619834144	-Infinity	Tendency towards mutual exclusivity
CDK4	STAT5B	0.9504132231405017	-Infinity	Tendency towards mutual exclusivity
CDK6	CCND2	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CDK6	CDKN2A	0.8099173553718794	-Infinity	Tendency towards mutual exclusivity
CDK6	CDKN2B	1	Infinity	Tendency towards co-occurrence
CDK6	MYC	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK6	CDKN1A	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CDK6	CDKN1B	1	Infinity	Tendency towards co-occurrence
CDK6	E2F1	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CDK6	E2F2	1	Infinity	Tendency towards co-occurrence
CDK6	E2F3	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CDK6	E2F4	0.016528925619834912	Infinity	Tendency towards co-occurrence(Significant)
CDK6	E2F5	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CDK6	E2F6	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK6	E2F7	0.9504132231406097	-Infinity	Tendency towards mutual exclusivity
CDK6	E2F8	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CDK6	SRC	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CDK6	JAK1	0.9421487603305158	-Infinity	Tendency towards mutual exclusivity
CDK6	JAK2	0.9586776859504682	-Infinity	Tendency towards mutual exclusivity
CDK6	STAT1	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK6	STAT2	0.9669421487603562	-Infinity	Tendency towards mutual exclusivity
CDK6	STAT3	0.9752066115702662	-Infinity	Tendency towards mutual exclusivity
CDK6	STAT5A	0.9834710743801591	-Infinity	Tendency towards mutual exclusivity
CDK6	STAT5B	0.9917355371900849	-Infinity	Tendency towards mutual exclusivity
CCND2	CDKN2A	0.4252037276599837	-Infinity	Tendency towards mutual exclusivity
CCND2	CDKN2B	1	Infinity	Tendency towards co-occurrence
CCND2	MYC	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CCND2	CDKN1A	0.9669421487602463	-Infinity	Tendency towards mutual exclusivity
CCND2	CDKN1B	1	Infinity	Tendency towards co-occurrence
CCND2	E2F1	0.1273281689759575	2.538973871058276	Tendency towards co-occurrence
CCND2	E2F2	1	Infinity	Tendency towards co-occurrence
CCND2	E2F3	0.9669421487602463	-Infinity	Tendency towards mutual exclusivity
CCND2	E2F4	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CCND2	E2F5	0.9669421487602463	-Infinity	Tendency towards mutual exclusivity
CCND2	E2F6	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CCND2	E2F7	0.8137735553669291	-Infinity	Tendency towards mutual exclusivity
CCND2	E2F8	0.8726718310240545	-Infinity	Tendency towards mutual exclusivity
CCND2	SRC	0.9669421487602463	-Infinity	Tendency towards mutual exclusivity
CCND2	JAK1	0.7854683882237564	-Infinity	Tendency towards mutual exclusivity
CCND2	JAK2	0.8428368966301313	-Infinity	Tendency towards mutual exclusivity
CCND2	STAT1	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CCND2	STAT2	0.8726718310240545	-Infinity	Tendency towards mutual exclusivity
CCND2	STAT3	0.9032918952704871	-Infinity	Tendency towards mutual exclusivity
CCND2	STAT5A	0.934710743801623	-Infinity	Tendency towards mutual exclusivity
CCND2	STAT5B	0.9669421487602463	-Infinity	Tendency towards mutual exclusivity
CDKN2A	CDKN2B	1	Infinity	Tendency towards co-occurrence
